Sample_Size,Quantile,Sum,Average
100.0,,,0.152981661
100.0,,,0.1787255
100.0,,,0.206446351
100.0,,,0.160141907
100.0,,,0.192172161
100.0,,,0.180044489
100.0,,,0.165789392
100.0,,,0.20506153
100.0,,,0.189705905
100.0,,,0.215402359
