Sample_Size,Quantile,Sum,Average
10.0,,0.001810441,
10.0,,0.000780478,
10.0,,0.001410807,
10.0,,0.000764399,
10.0,,0.006900852,
10.0,,0.007378022,
10.0,,0.006763604,
10.0,,0.005936979,
10.0,,0.005077197,
10.0,,0.004359757,
