Sample_Size,Quantile,Sum,Average
100.0,,0.000618898,
100.0,,0.000598637,
100.0,,0.003210181,
100.0,,0.002524514,
100.0,,0.001473706,
100.0,,0.001587176,
100.0,,0.001267453,
100.0,,0.001279736,
100.0,,0.001294215,
100.0,,0.001833181,
