Sample_Size,Evaluation_Time
10000.0,9.073923555
10000.0,9.38030081
10000.0,9.090161376
10000.0,9.185238443
10000.0,9.069734657
10000.0,9.25005744
10000.0,9.025070525
10000.0,9.337158583
10000.0,8.980899889
10000.0,9.014441782
