Sample_Size,Quantile,Sum,Average
100.0,0.068038104,,
100.0,1.570816631,,
100.0,1.59840018,,
100.0,1.640562667,,
100.0,1.477010769,,
100.0,1.896921624,,
100.0,1.953139593,,
100.0,1.9006323840000001,,
100.0,1.903761794,,
100.0,2.00580577,,
