Sample_Size,Quantile,Sum,Average
10000.0,,,2.713385257
10000.0,,,2.882217853
10000.0,,,2.968062568
10000.0,,,3.481037519
10000.0,,,3.991389661
10000.0,,,0.000712272
10000.0,,,0.000649819
10000.0,,,0.000666162
10000.0,,,0.00062203
10000.0,,,0.000619939
