Sample_Size,Quantile,Sum,Average
100000.0,,0.007883641,
100000.0,,0.007689998,
100000.0,,0.008146898,
100000.0,,0.012040381,
100000.0,,0.008053715,
100000.0,,0.008184076,
100000.0,,0.008901108,
100000.0,,0.008176388,
100000.0,,0.007989701,
100000.0,,0.008070009,
