Sample_Size,Quantile,Sum,Average
10.0,,0.001760121,
10.0,,0.003115474,
10.0,,0.001793621,
10.0,,0.025667466,
10.0,,0.025870285,
10.0,,0.034415921,
10.0,,0.024208308,
10.0,,0.026632313,
10.0,,0.032355508,
10.0,,0.034400249,
