Sample_Size,Quantile,Sum,Average
100.0,,,0.001495316
100.0,,,0.020305031
100.0,,,0.025734604
100.0,,,0.027969499
100.0,,,0.023577913
100.0,,,0.032466595
100.0,,,0.024983139
100.0,,,0.043920742
100.0,,,0.033841242
100.0,,,0.026478873
