Sample_Size,Quantile,Sum,Average
1000.0,1.8705337069999999,,
1000.0,1.405694495,,
1000.0,1.441830954,,
1000.0,2.135049929,,
1000.0,1.985280436,,
1000.0,1.952423944,,
1000.0,2.002890843,,
1000.0,1.984024352,,
1000.0,1.922516168,,
1000.0,2.070894996,,
