Sample_Size,Quantile,Sum,Average
1000.0,,0.000746249,
1000.0,,0.000826351,
1000.0,,0.000823718,
1000.0,,0.000848762,
1000.0,,0.000867937,
1000.0,,0.000840675,
1000.0,,0.001151203,
1000.0,,0.000927868,
1000.0,,0.000880912,
1000.0,,0.000864069,
