Sample_Size,Quantile,Sum,Average
100000.0,8.265593357,,
100000.0,8.347500432,,
100000.0,8.144231632,,
100000.0,8.647963428,,
100000.0,8.620935316,,
100000.0,8.401030183,,
100000.0,8.343235144,,
100000.0,8.125212062,,
100000.0,8.251948246,,
100000.0,8.302480654,,
