Sample_Size,Quantile,Sum,Average
1000.0,,,0.001511631
1000.0,,,0.001704643
1000.0,,,0.001470172
1000.0,,,0.001725051
1000.0,,,0.001447733
1000.0,,,0.001806141
1000.0,,,0.001329738
1000.0,,,0.001576632
1000.0,,,0.001467519
1000.0,,,0.001737111
