Sample_Size,Quantile,Sum,Average
10.0,0.001095205,,
10.0,0.052480784,,
10.0,0.053531332,,
10.0,0.045516854,,
10.0,1.111936034,,
10.0,1.33217983,,
10.0,1.400533769,,
10.0,1.191941643,,
10.0,1.200481206,,
10.0,1.22077135,,
