Sample_Size,Quantile,Sum,Average
10.0,,0.001323947,
10.0,,0.096018476,
10.0,,0.055539766,
10.0,,0.064797206,
10.0,,1.408711393,
10.0,,1.472336285,
10.0,,1.654446509,
10.0,,1.300183149,
10.0,,1.275866511,
10.0,,1.446687957,
