Sample_Size,Evaluation_Time
100000.0,9.571255693
100000.0,9.735825712
100000.0,9.7664894
100000.0,9.992464393
100000.0,9.468381298
100000.0,9.527593724
100000.0,9.564510531
100000.0,9.769748985
100000.0,10.065091947
100000.0,9.590577469
