Sample_Size,Quantile,Sum,Average
1000.0,2.07319582,,
1000.0,2.15946661,,
1000.0,2.097932765,,
1000.0,2.023655041,,
1000.0,1.85149992,,
1000.0,2.570660975,,
1000.0,2.33591845,,
1000.0,2.3413905059999998,,
1000.0,3.38542624,,
1000.0,2.242520798,,
