ts_iso,range_vector,machineid,prom_count,sketch_count,prom_sum,sketch_sum,prom_l1,sketch_l1,prom_l2,sketch_l2,prom_distinct,sketch_distinct,prom_entropy,sketch_entropy,sketch_min,sketch_max,requested_mint,requested_maxt,adjusted_mint,adjusted_maxt,range_ms,prom_count_latency_ms,prom_sum_latency_ms,prom_l1_latency_ms,prom_l2_latency_ms,prom_distinct_latency_ms,prom_entropy_latency_ms,sketch_count_local_ms,sketch_count_server_ms,sketch_sum_local_ms,sketch_sum_server_ms,sketch_l1_local_ms,sketch_l1_server_ms,sketch_l2_local_ms,sketch_l2_server_ms,sketch_distinct_local_ms,sketch_distinct_server_ms,sketch_entropy_local_ms,sketch_entropy_server_ms,count_func_prom_used,count_func_sketch_used,sum_func_prom_used,sum_func_sketch_used,l1_func_prom_used,l1_func_sketch_used,l2_func_prom_used,l2_func_sketch_used,distinct_func_prom_used,distinct_func_sketch_used,entropy_func_prom_used,entropy_func_sketch_used
2025-09-04T11:03:04.298536+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:06.810171+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:09.319346+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:11.798131+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:14.352261+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:16.899704+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:19.400227+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:22.049583+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:24.638924+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:27.205858+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:29.713916+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:32.275750+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:34.890046+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:37.507496+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:40.232603+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:42.872455+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:45.381932+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:47.936069+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:50.505851+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:53.042091+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:55.571655+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:03:58.184871+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:00.717311+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:03.256905+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:05.766306+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:08.256413+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:10.760715+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:13.221984+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:15.705174+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:18.205157+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:20.688610+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:23.205506+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:25.719584+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:28.240828+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:30.754873+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:33.369848+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:35.890413+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:38.363861+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:40.847995+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:43.336799+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:45.829768+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:48.350896+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
2025-09-04T11:04:50.863671+00:00,"fake_machine_metric{machineid=""machine_0""}[300s]",machine_0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,
